Size Category,Est. Enrollment,University,# Contacts,Contact Names,Contact Emails
"Small-Medium (5,000–9,999)",8000,Lubbock Christian University,5,College of Business Office | Department of Accounting & Finance | Career Services | Office of Student Engagement | Office of Academic Affairs,business@lcu.edu | accounting@lcu.edu | careerservices@lcu.edu | studentengagement@lcu.edu | academicaffairs@lcu.edu
"Small-Medium (5,000–9,999)",8000,Lynn University,9,College of Business and Management | Career & Alumni Connections | Student Life Office | Undergraduate Admission Office | College of Business & Management Office,collegeofbusiness@lynn.edu | careerservices@lynn.edu | studentlife@lynn.edu | admission@lynn.edu | business@lynn.edu
"Small-Medium (5,000–9,999)",8000,Madonna University,5,"College of Business Office | Department of Accounting, Economics & Finance | Career Services | Office of Student Engagement | Office of Academic Affairs",cob@madonna.edu | aef@madonna.edu | careers@madonna.edu | studentengagement@madonna.edu | academicaffairs@madonna.edu
"Small-Medium (5,000–9,999)",8000,Malone University,5,"David W. Smith Business School Office | Department of Accounting, Finance & Economics | Career Development Office | Office of Student Engagement | Office of Academic Affairs",business@malone.edu | accounting@malone.edu | careerdevelopment@malone.edu | studentengagement@malone.edu | academicaffairs@malone.edu
"Small-Medium (5,000–9,999)",8000,Manhattanville University,7,Robert Derrell | David Borker | Kyoko Mona | Center for Career Development | Center for Student Involvement,Robert.Derrell@mville.edu | David.Borker@mville.edu | Kyoko.Mona@mville.edu | careers@mville.edu | CSIL@mville.edu
"Small-Medium (5,000–9,999)",8000,Mars Hill University,8,Sharon Davis | Jeff Dykes | Bill McAllister | School of Business Office | Career Services Office,sdavis@mhu.edu | jdykes@mhu.edu | wmcallister@mhu.edu | business@mhu.edu | careers@mhu.edu
"Small-Medium (5,000–9,999)",8000,Mary Baldwin University,8,David Rowe | Murphy Deming College of Business Office | Anne Hornaday | Career & Professional Development | Rebecca Johnson,drowe@marybaldwin.edu | business@marybaldwin.edu | ahornaday@marybaldwin.edu | careers@marybaldwin.edu | rjohnson@marybaldwin.edu
"Small-Medium (5,000–9,999)",8000,Marymount California University,7,School of Business Office | Career Center | Student Life Office | Experiential Learning | Admissions Office,business@marymountcalifornia.edu | careercenter@marymountcalifornia.edu | studentlife@marymountcalifornia.edu | experientiallearning@marymountcalifornia.edu | admissions@marymountcalifornia.edu
"Small-Medium (5,000–9,999)",8000,Maryville University (Online),8,"Ken Kavanaugh, PhD | Simon School of Business Office | Finance & Economics Program Office | Career Services | Employer Partnerships Team",kkavanaugh@maryville.edu | business@maryville.edu | finance@maryville.edu | careers@maryville.edu | employerrelations@maryville.edu
"Small-Medium (5,000–9,999)",8000,Maryville University of St. Louis,8,"Ken Kavanaugh, PhD | John E. Simon School of Business Office | Finance & Economics Program Office | Career Services | Employer Partnerships Team",kkavanaugh@maryville.edu | business@maryville.edu | finance@maryville.edu | careers@maryville.edu | employerrelations@maryville.edu
"Small-Medium (5,000–9,999)",8000,McKendree University,8,"Matt White, PhD | School of Business Office | Economics & Finance Program Office | Career Services | Employer Engagement Team",mwhite@mckendree.edu | business@mckendree.edu | econfinance@mckendree.edu | careers@mckendree.edu | employerrelations@mckendree.edu
"Small-Medium (5,000–9,999)",8000,McMurry University,8,School of Business Office | Career Services Office | Employer Relations | Office of Student Life | Experiential Learning,business@mcm.edu | careerservices@mcm.edu | employerrelations@mcm.edu | studentlife@mcm.edu | experientiallearning@mcm.edu
"Small-Medium (5,000–9,999)",8000,Mercy University (Online),8,"Edward S. Lombardi, PhD | School of Business Office | Finance & Economics Program Office | Career Development Office | Employer Relations Team",elombardi@mercy.edu | business@mercy.edu | finance@mercy.edu | careers@mercy.edu | employerrelations@mercy.edu
"Small-Medium (5,000–9,999)",8000,Midway University,8,"Damon Ragland, PhD | School of Business Office | Accounting & Finance Program Office | Career Development Office | Employer Relations",dragland@midway.edu | business@midway.edu | accounting@midway.edu | careerdevelopment@midway.edu | employerrelations@midway.edu
"Small-Medium (5,000–9,999)",8000,Millikin University,8,"Dean, Tabor School of Business | Tabor School of Business Office | Economics & Finance Program Office | Center for Academic & Career Pathways | Employer Relations Team",business@millikin.edu | business@millikin.edu | economics@millikin.edu | careers@millikin.edu | employerrelations@millikin.edu
"Small-Medium (5,000–9,999)",8000,Missouri University of Science & Technology – Online,8,"David Bayless, PhD | Online Programs Office | Engineering Management & Systems Engineering Department | Economics Department Office | Career Opportunities & Employer Relations (COER)",baylessd@mst.edu | online@mst.edu | emse@mst.edu | economics@mst.edu | coer@mst.edu
"Small-Medium (5,000–9,999)",8000,Missouri University of Science and Technology,8,"David Bayless, PhD | Engineering Management & Systems Engineering Dept. | Economics Department | Miner School of Engineering Dean’s Office | Career Opportunities & Employer Relations (COER)",baylessd@mst.edu | emse@mst.edu | economics@mst.edu | engineering@mst.edu | coer@mst.edu
"Small-Medium (5,000–9,999)",8000,Molloy University,8,"Patrick J. Canning, PhD | School of Business Office | Accounting, Finance & Economics Department | Career Development Office | Employer Engagement",pcanning@molloy.edu | business@molloy.edu | accounting@molloy.edu | careers@molloy.edu | employerengagement@molloy.edu
"Small-Medium (5,000–9,999)",8000,Montana Tech of the University of Montana,8,"Business & Information Technology Department Office | College of Letters, Sciences & Professional Studies Office | Economics Program Office | Career Services | Employer Relations",bit@mtech.edu | lsps@mtech.edu | economics@mtech.edu | careers@mtech.edu | employerrelations@mtech.edu
"Small-Medium (5,000–9,999)",8000,Morningside University,8,"William Deeds, PhD | Sharon Walker School of Business Office | Accounting, Finance & Economics Department | Career Services | Employer Relations",deedsw@morningside.edu | business@morningside.edu | accounting@morningside.edu | careerservices@morningside.edu | employerrelations@morningside.edu
"Small-Medium (5,000–9,999)",8000,Mount Mercy University,8,"Chris Sackett, PhD | School of Business Office | Accounting, Economics & Finance Dept. | Career Development Center | Employer Relations",csackett@mtmercy.edu | business@mtmercy.edu | accounting@mtmercy.edu | careercenter@mtmercy.edu | employerrelations@mtmercy.edu
"Small-Medium (5,000–9,999)",8000,Mount St. Joseph University,8,"Gregory F. Wegman, PhD | School of Business Office | Department of Accounting, Economics & Finance | Career & Experiential Education Center | Employer Engagement Team",gregory.wegman@msj.edu | business@msj.edu | aef@msj.edu | careers@msj.edu | employerengagement@msj.edu
"Small-Medium (5,000–9,999)",8000,Mount St. Mary’s University – Graduate Programs,8,"Stephen C. Harney, PhD | Bolte School of Business Office | Accounting, Economics & Finance Department | Graduate & Professional Studies Office | Career Center",sharney@msmary.edu | bolte@msmary.edu | aef@msmary.edu | gps@msmary.edu | careercenter@msmary.edu
"Small-Medium (5,000–9,999)",8000,Mount St. Mary’s University (CA),8,Patrick Day | School of Business Office | Accounting & Finance Department | Career & Professional Development | Employer Engagement,pday@msmu.edu | business@msmu.edu | accounting@msmu.edu | careers@msmu.edu | employerengagement@msmu.edu
"Small-Medium (5,000–9,999)",8000,Mount St. Mary’s University (MD),8,"Stephen C. Harney, PhD | Bolte School of Business Office | Accounting, Economics & Finance Department | Center for Career & Professional Development | Employer Relations",sharney@msmary.edu | bolte@msmary.edu | aef@msmary.edu | careercenter@msmary.edu | employerrelations@msmary.edu
"Small-Medium (5,000–9,999)",8000,Mount Vernon Nazarene University,8,"Paul L. Shelton, PhD | School of Business & Entrepreneurship Office | Accounting, Finance & Economics Department | Career Development Office | Employer Relations",pshelton@mvnu.edu | business@mvnu.edu | accounting@mvnu.edu | careerdevelopment@mvnu.edu | employerrelations@mvnu.edu
"Small-Medium (5,000–9,999)",8000,Muskingum University,8,"Chuck Pingitore, PhD | Shepherd School of Business Office | Accounting, Economics & Finance Dept. | Career Services | Employer Relations",pingitore@muskingum.edu | business@muskingum.edu | aef@muskingum.edu | careers@muskingum.edu | employerrelations@muskingum.edu
"Small-Medium (5,000–9,999)",8000,Naropa University,8,"Jonathan B. Wenderoth, PhD | Business & Leadership Program Office | Environmental Studies & Sustainability Office | Career Development Office | Employer Partnerships",jwenderoth@naropa.edu | business@naropa.edu | sustainability@naropa.edu | careers@naropa.edu | employerrelations@naropa.edu
"Small-Medium (5,000–9,999)",8000,National University of Natural Medicine,8,"Melanie Henriksen, PhD | Office of Finance & Administration | College of Classical Chinese Medicine | Career Services | Office of Student Life",mhenriksen@nunm.edu | finance@nunm.edu | ccm@nunm.edu | careers@nunm.edu | studentlife@nunm.edu
"Small-Medium (5,000–9,999)",8000,New Jersey City University,5,Center for Real Estate Studies | Business School Office | Career Development Center | Office of Student Engagement | Professional Education & Lifelong Learning,realestate@njcu.edu | business@njcu.edu | careers@njcu.edu | studentengagement@njcu.edu | pell@njcu.edu
"Small-Medium (5,000–9,999)",8000,New York Institute of Technology,7,School of Architecture & Design | School of Management | Architecture & Urban Design Programs | Office of Student Life | Career Services,arch@nyit.edu | sbm@nyit.edu | arch@nyit.edu | studentlife@nyit.edu | careerservices@nyit.edu
"Small-Medium (5,000–9,999)",8000,North Carolina Central University – Executive Education,7,School of Business – Executive Education | School of Business Dean’s Office | Department of Business Administration | Office of Career Services | Office of Experiential Learning,execed@nccu.edu | business@nccu.edu | businessadmin@nccu.edu | careers@nccu.edu | experientiallearning@nccu.edu
"Small-Medium (5,000–9,999)",8000,North Carolina Central University – School of Business,14,School of Business Dean’s Office | Department of Business Administration | Department of Accounting | Department of Finance | Career Services (School of Business liaison),business@nccu.edu | businessadmin@nccu.edu | accounting@nccu.edu | finance@nccu.edu | careers@nccu.edu
"Small-Medium (5,000–9,999)",8000,North Carolina Central University – Research Triangle (Center),7,School of Business Dean’s Office | Executive & Continuing Education Office | Department of Finance | Department of Business Administration | Office of Career Services,business@nccu.edu | continuinged@nccu.edu | finance@nccu.edu | businessadmin@nccu.edu | careers@nccu.edu
"Small-Medium (5,000–9,999)",8000,North Carolina Wesleyan University,6,School of Business Dean’s Office | Department of Business Administration | Office of Career Development | Experiential Learning & Internships | Office of Student Engagement & Leadership,business@ncwu.edu | business@ncwu.edu | careerdevelopment@ncwu.edu | careerdevelopment@ncwu.edu | studentengagement@ncwu.edu
"Small-Medium (5,000–9,999)",8000,North Greenville University,6,Department of Business Administration | College of Business & Entrepreneurship | Office of Career & Professional Development | Experiential Learning & Internships | Office of Student Activities,business@ngu.edu | business@ngu.edu | career@ngu.edu | career@ngu.edu | studentactivities@ngu.edu
"Small-Medium (5,000–9,999)",8000,Northcentral University,6,School of Business | Department of Business Administration | Office of Career Development | Experiential Learning & Internships | Office of Student Engagement,business@ncu.edu | business@ncu.edu | career@ncu.edu | career@ncu.edu | studentservices@ncu.edu
"Small-Medium (5,000–9,999)",8000,Northern Arizona University – Online,4,NAU Online Administration | Department of Economics | Experiential & Service Learning | Office of Student Engagement,nauonline@nau.edu | economics@nau.edu | experientiallearning@nau.edu | studentengagement@nau.edu
"Small-Medium (5,000–9,999)",8000,Northwestern Health Sciences University,6,College of Health Sciences Administration | Department of Health Sciences Administration | Career Services | Experiential Learning & Clinical Education | Office of Student Affairs,academics@nwhealth.edu | academics@nwhealth.edu | careerservices@nwhealth.edu | clinicaleducation@nwhealth.edu | studentaffairs@nwhealth.edu
"Small-Medium (5,000–9,999)",8000,Ohio Northern University,6,James F. Dicke College of Business Administration | Department of Economics & Finance | Career Services | Experiential Learning | Office of Student Involvement,business@onu.edu | business@onu.edu | careers@onu.edu | careers@onu.edu | studentactivities@onu.edu
"Small-Medium (5,000–9,999)",8000,Oklahoma Baptist University,7,Paul Dickinson College of Business Administration | Department of Economics & Finance | Hobbs College of Theology & Ministry – Ethics & Leadership (property / nonprofit-adjacent routing) | Career Development Center | Experiential Learning & Internships,business@okbu.edu | business@okbu.edu | academics@okbu.edu | careers@okbu.edu | careers@okbu.edu
"Small-Medium (5,000–9,999)",8000,Oklahoma Christian University,6,School of Business Administration | Department of Economics & Finance | Center for Employment & Career Services | Experiential Learning & Internships | Office of Student Life,business@oc.edu | business@oc.edu | careers@oc.edu | careers@oc.edu | studentlife@oc.edu
"Small-Medium (5,000–9,999)",8000,Oklahoma City University – Meinders Online,7,Meinders School of Business Dean’s Office | Department of Economics & Finance | Online & Adult Programs Office | Career Services | Experiential Learning & Internships,meinders@okcu.edu | finance@okcu.edu | online@okcu.edu | careerservices@okcu.edu | careerservices@okcu.edu
"Small-Medium (5,000–9,999)",8000,Old Dominion University – Global Campus,6,ODU Global Campus | Strome College of Business | Department of Finance | Career Development Services | Experiential Learning,global@odu.edu | business@odu.edu | finance@odu.edu | careers@odu.edu | experientiallearning@odu.edu
"Small-Medium (5,000–9,999)",8000,Ottawa University,6,School of Business | Department of Economics & Finance | Career Services | Experiential Learning & Internships | Office of Student Life,business@ottawa.edu | business@ottawa.edu | career@ottawa.edu | career@ottawa.edu | studentlife@ottawa.edu
"Small-Medium (5,000–9,999)",8000,Otterbein University,6,"Department of Business, Accounting & Economics | Accounting & Finance Programs | Career & Professional Development | Experiential Learning & Internships | Center for Student Involvement",business@otterbein.edu | business@otterbein.edu | career@otterbein.edu | career@otterbein.edu | csi@otterbein.edu
"Small-Medium (5,000–9,999)",8000,Our Lady of the Lake University,6,School of Business & Leadership | Department of Economics & Finance | Center for Career Development | Experiential Learning & Internships | Office of Student Engagement & Leadership,business@ollusa.edu | business@ollusa.edu | careers@ollusa.edu | careers@ollusa.edu | studentengagement@ollusa.edu
"Small-Medium (5,000–9,999)",8000,Pacific States University,6,College of Business Administration | Department of Business Administration | Office of Career Services | Experiential Learning & Internships | Office of Student Affairs,business@psu.edu | business@psu.edu | careers@psu.edu | careers@psu.edu | studentaffairs@psu.edu
"Small-Medium (5,000–9,999)",8000,Palo Alto University,6,Department of Business & Technology (Administration) | Office of Academic Affairs | Career Services | Experiential Learning & Practicum Coordination | Office of Student Affairs,academics@paloaltou.edu | academics@paloaltou.edu | careers@paloaltou.edu | careers@paloaltou.edu | studentaffairs@paloaltou.edu
"Small-Medium (5,000–9,999)",8000,Park University – Online,7,Park University Online | School of Business | Department of Economics & Finance | Center for Career Development | Experiential Learning & Internships,online@park.edu | business@park.edu | business@park.edu | career@park.edu | career@park.edu
"Small-Medium (5,000–9,999)",8000,Parker University,6,College of Business & Leadership | Business Administration Program | Office of Career Services | Experiential Learning & Internships | Office of Student Affairs,academics@parker.edu | academics@parker.edu | careers@parker.edu | careers@parker.edu | studentaffairs@parker.edu
"Small-Medium (5,000–9,999)",8000,Patten University,6,School of Business & Technology | Business Administration Program | Office of Career Services | Experiential Learning & Internships | Office of Student Affairs,academics@patten.edu | academics@patten.edu | careers@patten.edu | careers@patten.edu | studentaffairs@patten.edu
"Small-Medium (5,000–9,999)",8000,Pepperdine University – Graziadio Executive Education,7,Graziadio Business School Executive Education | Graziadio Business School Dean’s Office | Department of Finance & Real Estate | Career & Professional Development | Experiential Learning,gexeced@pepperdine.edu | graziadio@pepperdine.edu | finance@pepperdine.edu | graziadiocareers@pepperdine.edu | graziadiocareers@pepperdine.edu
"Small-Medium (5,000–9,999)",8000,Pfeiffer University,6,"School of Business Administration | Department of Accounting, Economics & Finance | Career Services | Experiential Learning & Internships | Office of Student Engagement",business@pfeiffer.edu | business@pfeiffer.edu | careers@pfeiffer.edu | careers@pfeiffer.edu | studentengagement@pfeiffer.edu
"Small-Medium (5,000–9,999)",8000,Piedmont University,7,Walker College of Business | Department of Business Administration | Department of Economics & Finance | Career Services | Experiential Learning & Internships,business@piedmont.edu | business@piedmont.edu | business@piedmont.edu | careers@piedmont.edu | careers@piedmont.edu
"Small-Medium (5,000–9,999)",8000,Post University,6,Malcolm Baldrige School of Business | Department of Accounting & Finance | Office of Career Services | Experiential Learning & Internships | Office of Student Life,business@post.edu | business@post.edu | careerservices@post.edu | careerservices@post.edu | studentlife@post.edu
"Small-Medium (5,000–9,999)",8000,Prince George’s Community College,8,Student Life & Engagement Center | Business & IT Department Office | Workforce Development & Continuing Education | Career Services Office | Employer Relations,studentlife@pgcc.edu | business@pgcc.edu | wdce@pgcc.edu | careerservices@pgcc.edu | employerrelations@pgcc.edu
"Small-Medium (5,000–9,999)",8000,Queens University of Charlotte,7,McColl School of Business – Dean’s Office | Economics & Finance Department | Office of Student Engagement | Career Services | Employer Relations,mcoll@queens.edu | econfinance@queens.edu | studentengagement@queens.edu | careers@queens.edu | employerrelations@queens.edu
"Small-Medium (5,000–9,999)",8000,Rensselaer Polytechnic Institute,8,Center for Architecture Science & Ecology (CASE) | Department of Architecture | Lally School of Management – Dean’s Office | Office of Student Activities | Center for Career and Professional Development,case@rpi.edu | architecture@rpi.edu | lallyschool@rpi.edu | studentactivities@rpi.edu | ccpd@rpi.edu
"Small-Medium (5,000–9,999)",8000,Rice University,8,Rice Real Estate Club (routing) | Jones Graduate School of Business – Dean’s Office | Baker Institute for Public Policy – Urban & Housing Policy | Department of Economics | Center for Career Development,clubs@rice.edu | jgsb@rice.edu | bakerinstitute@rice.edu | econ@rice.edu | ccd@rice.edu
"Small-Medium (5,000–9,999)",8000,Rivier University,7,Division of Business | Economics & Finance Programs | Office of Student Involvement | Career Services | Employer Relations,business@rivier.edu | economics@rivier.edu | studentinvolvement@rivier.edu | careers@rivier.edu | employerrelations@rivier.edu
"Small-Medium (5,000–9,999)",8000,Rocky Vista University,7,Facilities & Campus Operations | Finance & Administration Office | Office of Student Affairs | Career Services | Clinical Education Office,facilities@rvu.edu | finance@rvu.edu | studentaffairs@rvu.edu | careerservices@rvu.edu | clinicaleducation@rvu.edu
"Small-Medium (5,000–9,999)",8000,Roger Williams University,8,"Gabelli School of Business – Dean’s Office | Department of Economics | School of Architecture, Art & Historic Preservation | Office of Student Engagement | Center for Career & Professional Development",gsb@rwu.edu | economics@rwu.edu | saahp@rwu.edu | studentengagement@rwu.edu | careercenter@rwu.edu
"Small-Medium (5,000–9,999)",8000,Roosevelt University,7,Heller College of Business – Dean’s Office | Department of Economics | Office of Student Life | Career Services | Employer Relations,heller@roosevelt.edu | economics@roosevelt.edu | studentlife@roosevelt.edu | careers@roosevelt.edu | employerrelations@roosevelt.edu
"Small-Medium (5,000–9,999)",8000,Roosevelt University – Schaumburg,7,Heller College of Business – Schaumburg Campus | Department of Economics | Office of Student Life (Schaumburg) | Career Services | Employer Relations,heller@roosevelt.edu | economics@roosevelt.edu | studentlife@roosevelt.edu | careers@roosevelt.edu | employerrelations@roosevelt.edu
"Small-Medium (5,000–9,999)",8000,Rowan University – Global Learning,7,Rohrer College of Business – Dean’s Office | Department of Economics | Office of Student Involvement (routing) | Rowan Global Learning & Partnerships | Career Advancement,rcb@rowan.edu | economics@rowan.edu | studentinvolvement@rowan.edu | global@rowan.edu | careers@rowan.edu
"Small-Medium (5,000–9,999)",8000,Saint Leo University,7,Donald R. Tapia School of Business – Dean’s Office | Department of Economics & Finance | Office of Student Involvement | Career Services | Employer Relations,business@saintleo.edu | econfinance@saintleo.edu | studentinvolvement@saintleo.edu | career.services@saintleo.edu | employerrelations@saintleo.edu
"Small-Medium (5,000–9,999)",8000,Saint Martin’s University,7,Hal and Inge Marcus School of Engineering – Engineering Management & Business Programs | Department of Business | Office of Student Engagement | Career & Experiential Learning Center | Employer Relations,engineering@stmartin.edu | business@stmartin.edu | studentengagement@stmartin.edu | careers@stmartin.edu | employerrelations@stmartin.edu
"Small-Medium (5,000–9,999)",8000,Saint Mary’s University of Minnesota – Online,7,School of Business & Technology – Dean’s Office | Department of Business & Economics | Office of Student Engagement | Career Services | Employer Relations,sbt@smumn.edu | business@smumn.edu | studentengagement@smumn.edu | careers@smumn.edu | employerrelations@smumn.edu
"Small-Medium (5,000–9,999)",8000,Saint Peter’s University,7,Guarini Institute for Government & Leadership | Department of Economics | Office of Student Engagement | Career Development Center | Employer Relations,guariniinstitute@saintpeters.edu | economics@saintpeters.edu | studentengagement@saintpeters.edu | careers@saintpeters.edu | employerrelations@saintpeters.edu
"Small-Medium (5,000–9,999)",8000,Saint Xavier University,7,Graham School of Management – Dean’s Office | Department of Economics & Finance | Office of Student Engagement | Career Services | Employer Relations,grahamschool@sxu.edu | econfinance@sxu.edu | studentengagement@sxu.edu | careerservices@sxu.edu | employerrelations@sxu.edu
"Small-Medium (5,000–9,999)",8000,Salisbury University at Shady Grove,7,Franklin P. Perdue School of Business – Dean’s Office | Department of Economics | Universities at Shady Grove – Student Engagement | Career Services (SU) | Employer Relations,perdueschool@salisbury.edu | economics@salisbury.edu | studentengagement@shadygrove.umd.edu | careers@salisbury.edu | employerrelations@salisbury.edu
"Small-Medium (5,000–9,999)",8000,Salve Regina University,7,Jean and David W. Wallace Department of Business & Economics | Office of Student Engagement | Academic Affairs Office | Career Development Office | Employer Relations,business@salve.edu | studentengagement@salve.edu | academicaffairs@salve.edu | careerdevelopment@salve.edu | employerrelations@salve.edu
"Small-Medium (5,000–9,999)",8000,Saybrook University,7,Finance & Administration Office | Operations & Facilities | Office of Student Affairs | Career Services | Office of Admissions,finance@saybrook.edu | operations@saybrook.edu | studentaffairs@saybrook.edu | careers@saybrook.edu | admissions@saybrook.edu
"Small-Medium (5,000–9,999)",8000,Seattle University,8,Albers School of Business & Economics – Dean’s Office | Albers Career Center – Employer Services Manager | Department of Economics | Office of Student Involvement – Clubs & Organizations | Career Engagement Office,albers@seattleu.edu | jborges@seattleu.edu | economics@seattleu.edu | involvement@seattleu.edu | careerengagement@seattleu.edu
"Small-Medium (5,000–9,999)",8000,Seton Hall University – Continuing Education,14,Continuing Education & Professional Studies | Stillman School of Business – Dean’s Office | Department of Economics | Career Center | Employer Relations,continuinged@shu.edu | stillman@shu.edu | economics@shu.edu | careercenter@shu.edu | employerrelations@shu.edu
"Small-Medium (5,000–9,999)",8000,Shaw University,7,School of Business & Professional Studies | Department of Business Administration | Office of Student Engagement | Career Services | Employer Relations,business@shawu.edu | businessadmin@shawu.edu | studentengagement@shawu.edu | careerservices@shawu.edu | employerrelations@shawu.edu
"Small-Medium (5,000–9,999)",8000,Simmons University,7,School of Management – Dean’s Office | Department of Economics | Office of Student Leadership & Engagement | Career Education Center | Employer Relations,som@simmons.edu | economics@simmons.edu | studentengagement@simmons.edu | careereducation@simmons.edu | employerrelations@simmons.edu
"Small-Medium (5,000–9,999)",8000,Soka University of America,14,Social & Behavioral Sciences Concentration | Office of Student Engagement | Facilities & Campus Operations | Career Development Office | Employer Relations,academics@soka.edu | studentengagement@soka.edu | facilities@soka.edu | careerdevelopment@soka.edu | employerrelations@soka.edu
"Small-Medium (5,000–9,999)",8000,South University,7,College of Business – Dean’s Office | Business Administration Department | Student Life & Engagement | Career Services | Employer Relations,business@southuniversity.edu | businessadmin@southuniversity.edu | studentlife@southuniversity.edu | careerservices@southuniversity.edu | employerrelations@southuniversity.edu
"Small-Medium (5,000–9,999)",8000,Southern Adventist University,7,School of Business – Dean’s Office | Department of Accounting & Finance | Office of Student Involvement | Career Services | Employer Relations,business@southern.edu | accounting@southern.edu | studentinvolvement@southern.edu | careers@southern.edu | employerrelations@southern.edu
"Small-Medium (5,000–9,999)",8000,Southern Methodist University – Cox Executive Education,7,Cox School of Business – Executive Education | Cox School of Business – Dean’s Office | Department of Finance | SMU Career Management Center | Employer Relations,execed@smu.edu | coxinfo@smu.edu | finance@smu.edu | cmc@smu.edu | employerrelations@smu.edu
"Small-Medium (5,000–9,999)",8000,Southern University at New Orleans,7,"College of Business – Dean’s Office | Department of Accounting, Finance & Economics | Office of Student Engagement | Career Services | Employer Relations",cob@suno.edu | finance@cob.suno.edu | studentengagement@suno.edu | careerservices@suno.edu | employerrelations@suno.edu
"Small-Medium (5,000–9,999)",8000,Southern University at Shreveport,7,"College of Business & Public Administration – Dean’s Office | Department of Accounting, Finance & Economics | Office of Student Engagement | Career Services | Employer Relations",cob@susla.edu | finance@susla.edu | studentengagement@susla.edu | careerservices@susla.edu | employerrelations@susla.edu
"Small-Medium (5,000–9,999)",8000,Southern Virginia University,7,School of Business – Dean’s Office | Department of Economics & Business | Office of Student Life | Career Services | Employer Relations,business@svu.edu | economics@svu.edu | studentlife@svu.edu | careers@svu.edu | employerrelations@svu.edu
"Small-Medium (5,000–9,999)",8000,Southwest Baptist University,7,School of Business – Dean’s Office | Department of Business Administration | Office of Student Engagement | Career Services | Employer Relations,business@sbc.edu | businessadmin@sbc.edu | studentengagement@sbc.edu | careers@sbc.edu | employerrelations@sbc.edu
"Small-Medium (5,000–9,999)",8000,Southwestern Assemblies of God University,7,School of Business – Dean’s Office | Department of Business Administration | Office of Student Engagement | Career Services | Employer Relations,business@sagu.edu | businessadmin@sagu.edu | studentengagement@sagu.edu | careers@sagu.edu | employerrelations@sagu.edu
"Small-Medium (5,000–9,999)",8000,Southwestern Christian University,7,School of Business – Dean’s Office | Department of Business Administration | Office of Student Engagement | Career Services | Employer Relations,business@sckans.edu | businessadmin@sckans.edu | studentengagement@sckans.edu | careers@sckans.edu | employerrelations@sckans.edu
"Small-Medium (5,000–9,999)",8000,Southwestern University,7,Department of Economics | Office of Student Engagement | Academic Affairs Office | Career Services | Employer Relations,economics@southwestern.edu | studentengagement@southwestern.edu | academicaffairs@southwestern.edu | careers@southwestern.edu | employerrelations@southwestern.edu
"Small-Medium (5,000–9,999)",8000,Spalding University,7,School of Business – Dean’s Office | Department of Accounting & Finance | Office of Student Engagement | Career Services | Employer Relations,business@spalding.edu | accounting@spalding.edu | studentengagement@spalding.edu | careerservices@spalding.edu | employerrelations@spalding.edu
"Small-Medium (5,000–9,999)",8000,St. Ambrose University,7,College of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Services | Employer Relations,business@sau.edu | finance@saue.edu | studentengagement@sau.edu | careerservices@sau.edu | employerrelations@sau.edu
"Small-Medium (5,000–9,999)",8000,St. Augustine’s University,7,School of Business – Dean’s Office | Department of Business Administration | Office of Student Engagement | Career Services | Employer Relations,business@st-aug.edu | businessadmin@st-aug.edu | studentengagement@st-aug.edu | careerservices@st-aug.edu | employerrelations@st-aug.edu
"Small-Medium (5,000–9,999)",8000,St. Bonaventure University,7,School of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Development Center | Employer Relations,business@sbu.edu | finance@sbu.edu | studentengagement@sbu.edu | careers@sbu.edu | employerrelations@sbu.edu
"Small-Medium (5,000–9,999)",8000,St. Edward’s University,7,School of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Services | Employer Relations,business@stedwards.edu | finance@stedwards.edu | studentengagement@stedwards.edu | careerservices@stedwards.edu | employerrelations@stedwards.edu
"Small-Medium (5,000–9,999)",8000,St. John’s University – Online,7,Peter J. Tobin College of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Development Center | Employer Relations,tobinbusiness@stjohns.edu | finance@stjohns.edu | studentengagement@stjohns.edu | careerservices@stjohns.edu | employerrelations@stjohns.edu
"Small-Medium (5,000–9,999)",8000,St. Thomas University (FL) – Online,7,School of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Services | Employer Relations,business@stu.edu | finance@stu.edu | studentengagement@stu.edu | careerservices@stu.edu | employerrelations@stu.edu
"Small-Medium (5,000–9,999)",8000,Stevens Institute of Technology – Online,6,School of Business Office | Dr. George Calhoun | Career Center | Corporate Outreach & Professional Education | Graduate Admissions,business@stevens.edu | gcalhoun@stevens.edu | careercenter@stevens.edu | proed@stevens.edu | graduateadmissions@stevens.edu
"Small-Medium (5,000–9,999)",8000,Strayer University,5,Jack Welch Management Institute / Business Programs Office | Career Center | Corporate Alliances | Student Affairs | Admissions Office,business@strayer.edu | careers@strayer.edu | corporatealliances@strayer.edu | studentaffairs@strayer.edu | admissions@strayer.edu
"Small-Medium (5,000–9,999)",8000,Suffolk County Community College,6,Business Department | Thomas McNamara | Career Services | Cooperative Education & Internship Program | Student Activities Office,business@sunysuffolk.edu | mcnamart@sunysuffolk.edu | career@sunysuffolk.edu | coop-ed@sunysuffolk.edu | studentactivities@sunysuffolk.edu
